epoch,acc,loss,lr,val_acc,val_loss
0,0.13930432498455048,2.2597641944885254,1e-06,0.17765814065933228,1.9533970355987549
1,0.15056292712688446,2.1256253719329834,1e-06,0.13593539595603943,1.9465097188949585
2,0.15644429624080658,2.0726027488708496,1e-06,0.15208613872528076,1.938330054283142
3,0.15963703393936157,2.055262327194214,1e-06,0.18438762426376343,1.932308316230774
4,0.1648462414741516,2.0269408226013184,1e-06,0.17900404334068298,1.929134488105774
5,0.15930095314979553,2.02659273147583,1e-06,0.1803499311208725,1.9246413707733154
6,0.1566123366355896,2.007512092590332,1e-06,0.17362046241760254,1.921837329864502
7,0.1606452763080597,2.0112695693969727,1e-06,0.20861372351646423,1.9141085147857666
8,0.17240799963474274,1.9853835105895996,1e-06,0.19784656167030334,1.9127917289733887
9,0.16686271131038666,1.9836081266403198,1e-06,0.2166890949010849,1.9029436111450195
10,0.17257604002952576,1.9809401035308838,1e-06,0.21534320712089539,1.9009393453598022
11,0.18249033391475677,1.970470905303955,1e-06,0.21534320712089539,1.8924044370651245
12,0.18400268256664276,1.9568442106246948,1e-06,0.22207267582416534,1.8875072002410889
13,0.1981179565191269,1.9461309909820557,1e-06,0.23553162813186646,1.877015233039856
14,0.20282305777072906,1.9377000331878662,1e-06,0.2395693063735962,1.8675916194915771
15,0.2103848159313202,1.9110276699066162,1e-06,0.23822341859340668,1.8574821949005127
16,0.21878676116466522,1.9029502868652344,1e-06,0.2637954354286194,1.8369855880737305
17,0.23038144409656525,1.888572096824646,1e-06,0.2637954354286194,1.8309290409088135
18,0.22937321662902832,1.886841058731079,1e-06,0.28398385643959045,1.8182047605514526
19,0.24264828860759735,1.8601537942886353,1e-06,0.28532975912094116,1.805621862411499
20,0.2633170783519745,1.8330589532852173,1e-06,0.3041722774505615,1.7841202020645142
21,0.2658376693725586,1.8227641582489014,1e-06,0.3109017610549927,1.7621489763259888
22,0.2821374535560608,1.7907899618148804,1e-06,0.3337819576263428,1.7241177558898926
23,0.28835490345954895,1.7777677774429321,1e-06,0.3512786030769348,1.7021788358688354
24,0.3034784197807312,1.753744125366211,1e-06,0.3741588294506073,1.676547884941101
25,0.31944212317466736,1.716145396232605,1e-06,0.3876177668571472,1.6478041410446167
26,0.3402789533138275,1.6863285303115845,1e-06,0.3970390260219574,1.6040613651275635
27,0.3564106822013855,1.652862787246704,1e-06,0.39165544509887695,1.5830934047698975
28,0.36750125885009766,1.6155756711959839,1e-06,0.4253028333187103,1.5240848064422607
29,0.3819526135921478,1.5888257026672363,1e-06,0.42664873600006104,1.4947171211242676
30,0.3940514326095581,1.55320143699646,1e-06,0.4441453516483307,1.4691410064697266
31,0.41724079847335815,1.5096828937530518,1e-06,0.45356661081314087,1.4170607328414917
32,0.43438076972961426,1.4802120923995972,1e-06,0.46164199709892273,1.4074311256408691
33,0.4463115334510803,1.4516574144363403,1e-06,0.48586809635162354,1.3666801452636719
34,0.4600907266139984,1.417173147201538,1e-06,0.5074024200439453,1.3219701051712036
35,0.4700050354003906,1.397506594657898,1e-06,0.5141319036483765,1.3102940320968628
36,0.4821038544178009,1.3655622005462646,1e-06,0.5195154547691345,1.302324652671814
37,0.4837842285633087,1.355218768119812,1e-06,0.5316285490989685,1.2723418474197388
38,0.4926902949810028,1.3349074125289917,1e-06,0.5181695818901062,1.275970458984375
39,0.5115106701850891,1.3103337287902832,1e-06,0.5302826166152954,1.2467907667160034
40,0.5103343725204468,1.2886273860931396,1e-06,0.5437415838241577,1.2177743911743164
41,0.5170559287071228,1.2625006437301636,1e-06,0.5356662273406982,1.2551661729812622
42,0.5323475003242493,1.2409073114395142,1e-06,0.5531628727912903,1.2210928201675415
43,0.5392370820045471,1.223060965538025,1e-06,0.5639300346374512,1.2016648054122925
44,0.5392370820045471,1.218193531036377,1e-06,0.5746971964836121,1.1692625284194946
45,0.5506637692451477,1.1810479164123535,1e-06,0.5814266204833984,1.160678744316101
46,0.5583935379981995,1.177230715751648,1e-06,0.5935397148132324,1.133380651473999
47,0.5657872557640076,1.1477556228637695,1e-06,0.5800807476043701,1.1460745334625244
48,0.569148063659668,1.1295000314712524,1e-06,0.5881561040878296,1.113139271736145
49,0.588640570640564,1.1057549715042114,1e-06,0.6029609441757202,1.1009715795516968
50,0.5950260758399963,1.0812978744506836,1e-06,0.6069986820220947,1.103538990020752
51,0.6032599806785583,1.0676405429840088,1e-06,0.608344554901123,1.1026235818862915
52,0.6014115214347839,1.0447767972946167,1e-06,0.608344554901123,1.0589299201965332
53,0.6153587698936462,1.0306237936019897,1e-06,0.6285329461097717,1.037865400314331
54,0.6182154417037964,1.0045835971832275,1e-06,0.636608362197876,1.0207633972167969
55,0.6274575591087341,0.9897494316101074,1e-06,0.6231493949890137,1.0261203050613403
56,0.6355234384536743,0.9616182446479797,1e-06,0.6406460404396057,0.9926508665084839
57,0.6491345763206482,0.9319597482681274,1e-06,0.6393001079559326,1.009564995765686
58,0.6523273587226868,0.9228978157043457,1e-06,0.6500672698020935,0.9874343276023865
59,0.6570324301719666,0.8887330293655396,1e-06,0.6648721694946289,0.9434343576431274
60,0.6662745475769043,0.8675507307052612,1e-06,0.6621803641319275,0.9442674517631531
61,0.6740043759346008,0.8561487793922424,1e-06,0.6716015934944153,0.9292460680007935
62,0.679045557975769,0.8341817259788513,1e-06,0.6850605607032776,0.9185509085655212
63,0.6934968829154968,0.8023388981819153,1e-06,0.687752366065979,0.9388471245765686
64,0.7003864645957947,0.7951427698135376,1e-06,0.6931359171867371,0.901079535484314
65,0.7047554850578308,0.7668225169181824,1e-06,0.6729475259780884,0.91856849193573
66,0.7084523439407349,0.758351743221283,1e-06,0.6729475259780884,0.8990015387535095
67,0.7155100107192993,0.7430620193481445,1e-06,0.6985195279121399,0.8630143404006958
68,0.727104663848877,0.7219772934913635,1e-06,0.7119784951210022,0.8784230351448059
69,0.7306334972381592,0.7032280564308167,1e-06,0.7012113332748413,0.8532313108444214
70,0.7417240738868713,0.6818811297416687,1e-06,0.7106325626373291,0.8026831746101379
71,0.7507981657981873,0.6683202385902405,1e-06,0.7079407572746277,0.84498530626297
72,0.7479414939880371,0.6657248735427856,1e-06,0.7173620462417603,0.8109456896781921
73,0.7612165808677673,0.6286795735359192,1e-06,0.7173620462417603,0.8226625323295593
74,0.7602083683013916,0.6256515383720398,1e-06,0.7146702408790588,0.7824216485023499
75,0.771803081035614,0.6028410196304321,1e-06,0.7308210134506226,0.775216281414032
76,0.7847420573234558,0.583159863948822,1e-06,0.7173620462417603,0.8323405385017395
77,0.7802050113677979,0.571799635887146,1e-06,0.7510094046592712,0.7237598299980164
78,0.7825575470924377,0.5641766786575317,1e-06,0.7254374027252197,0.82127445936203
79,0.7887749671936035,0.5585114359855652,1e-06,0.7362045645713806,0.7875194549560547
80,0.7929759621620178,0.5436211824417114,1e-06,0.7429340481758118,0.7833751440048218
81,0.7985212802886963,0.5142763257026672,1e-06,0.7362045645713806,0.8197953104972839
82,0.812300443649292,0.49113360047340393,1e-06,0.7590848207473755,0.7069763541221619
83,0.8136447668075562,0.47796666622161865,1e-06,0.7685060501098633,0.6941524744033813
84,0.8173416256904602,0.4788578450679779,1e-06,0.7537012100219727,0.7361077070236206
85,0.8208704590797424,0.4673853814601898,1e-06,0.7294750809669495,0.8321648240089417
86,0.823559045791626,0.45818179845809937,1e-06,0.784656822681427,0.6360846161842346
87,0.837002158164978,0.4298788011074066,1e-06,0.772543728351593,0.6926849484443665
88,0.8462443351745605,0.4152466952800751,1e-06,0.7981157302856445,0.5931755304336548
89,0.8496050834655762,0.3959030210971832,1e-06,0.767160177230835,0.6771821975708008
90,0.8539741039276123,0.3996012508869171,1e-06,0.7913862466812134,0.665756344795227
91,0.8443958759307861,0.41124701499938965,1e-06,0.7819650173187256,0.6910675764083862
92,0.8538060784339905,0.3930797874927521,1e-06,0.7913862466812134,0.66151362657547
93,0.8623760938644409,0.35637491941452026,1e-06,0.7765814065933228,0.7115861177444458
94,0.8637203574180603,0.3650449216365814,1e-06,0.8021534085273743,0.595058798789978
95,0.8662409782409668,0.36267584562301636,1e-06,0.8061911463737488,0.5829892754554749
96,0.8746429085731506,0.3436150848865509,1e-06,0.8088828921318054,0.586956799030304
97,0.8815324902534485,0.3235394060611725,1e-06,0.7994616627693176,0.6326767802238464
98,0.8753150701522827,0.32187822461128235,1e-06,0.8061911463737488,0.5987380743026733
99,0.876491367816925,0.32728856801986694,1e-06,0.8075370192527771,0.6061075329780579
100,0.8820366263389587,0.3224189877510071,1e-06,0.8075370192527771,0.5971744656562805
101,0.8890942931175232,0.2971196472644806,1e-06,0.8317631483078003,0.52145916223526
102,0.8943035006523132,0.2981031835079193,1e-06,0.8438761830329895,0.46626460552215576
103,0.9027054309844971,0.27078548073768616,1e-06,0.8425303101539612,0.4615932106971741
104,0.9033775925636292,0.269351989030838,1e-06,0.8613728284835815,0.4274319112300873
105,0.9023693203926086,0.27051711082458496,1e-06,0.83580082654953,0.4959046542644501
106,0.9164846539497375,0.2386673539876938,1e-06,0.8398385047912598,0.4849032163619995
107,0.9099311232566833,0.24879240989685059,1e-06,0.8627187013626099,0.3987690806388855
108,0.9161485433578491,0.23441672325134277,1e-06,0.8546433448791504,0.4139958918094635
109,0.9248865842819214,0.2214665412902832,1e-06,0.8425303101539612,0.5228381752967834
110,0.9129558205604553,0.23872104287147522,1e-06,0.8506056666374207,0.4803849458694458
111,0.9227020740509033,0.21321989595890045,1e-06,0.8667563796043396,0.40503746271133423
112,0.9307679533958435,0.2033768743276596,1e-06,0.8344548940658569,0.5530704259872437
113,0.926734983921051,0.2027755230665207,1e-06,0.8600268959999084,0.4647336006164551
114,0.931272029876709,0.1907893717288971,1e-06,0.8950201869010925,0.34317758679389954
115,0.9292556047439575,0.19948604702949524,1e-06,0.8896366357803345,0.3786472678184509
116,0.9346328377723694,0.18800123035907745,1e-06,0.8896366357803345,0.36815783381462097
117,0.9363132119178772,0.18748942017555237,1e-06,0.8721399903297424,0.4514838755130768
118,0.9339606761932373,0.18637827038764954,1e-06,0.8532974720001221,0.527178168296814
119,0.9363132119178772,0.17916998267173767,1e-06,0.8613728284835815,0.4567303955554962
120,0.934968888759613,0.18305057287216187,1e-06,0.9017496705055237,0.3043137192726135
121,0.9438749551773071,0.1617564707994461,1e-06,0.8707940578460693,0.4785173237323761
122,0.9331204891204834,0.17950595915317535,1e-06,0.9071332216262817,0.30290666222572327
123,0.9504284858703613,0.14856179058551788,1e-06,0.88559889793396,0.3669051229953766
124,0.9423626065254211,0.15830357372760773,1e-06,0.9071332216262817,0.3339236378669739
125,0.9477398991584778,0.1474907398223877,1e-06,0.8627187013626099,0.47098806500434875
126,0.9442110657691956,0.15993042290210724,1e-06,0.8559892177581787,0.5296803712844849
127,0.9499244093894958,0.14545583724975586,1e-06,0.8936743140220642,0.41741693019866943
128,0.9526129961013794,0.141794353723526,1e-06,0.8721399903297424,0.4759514033794403
129,0.9485800862312317,0.15076076984405518,1e-06,0.8896366357803345,0.39761295914649963
130,0.9484120607376099,0.152704119682312,1e-06,0.8788694739341736,0.4335099458694458
131,0.9559738039970398,0.13570541143417358,1e-06,0.903095543384552,0.36003226041793823
132,0.9468996524810791,0.15296994149684906,1e-06,0.8882907032966614,0.3955495357513428
133,0.9667282700538635,0.10089045763015747,1e-07,0.9084791541099548,0.3164151906967163
134,0.9680725932121277,0.09882239252328873,1e-07,0.915208637714386,0.2977445125579834
135,0.9724416136741638,0.08821640908718109,1e-07,0.915208637714386,0.30566731095314026
136,0.9756343364715576,0.08659248799085617,1e-07,0.9192463159561157,0.2956372797489166
137,0.975970447063446,0.08412015438079834,1e-07,0.9246298670768738,0.29015427827835083
138,0.9766426086425781,0.08377525210380554,1e-07,0.9192463159561157,0.2907312214374542
139,0.9716014266014099,0.08835949003696442,1e-07,0.9273216724395752,0.29939547181129456
140,0.9714334011077881,0.08384648710489273,1e-07,0.9192463159561157,0.2886858582496643
141,0.9716014266014099,0.08683337271213531,1e-07,0.9232839941978455,0.28653988242149353
142,0.96924889087677,0.08821390569210052,1e-07,0.9232839941978455,0.29464370012283325
143,0.9716014266014099,0.08401338011026382,1e-07,0.9232839941978455,0.29277732968330383
144,0.9727776646614075,0.0848776251077652,1e-07,0.9246298670768738,0.2866149842739105
145,0.9773147106170654,0.07591196149587631,1e-07,0.9232839941978455,0.2839612662792206
146,0.9736178517341614,0.08141472190618515,1e-07,0.9246298670768738,0.29207611083984375
147,0.9771466851234436,0.07670406997203827,1e-07,0.9259757995605469,0.28778964281082153
148,0.975298285484314,0.07763464748859406,1e-07,0.9259757995605469,0.28782451152801514
149,0.9766426086425781,0.07942251116037369,1e-07,0.9259757995605469,0.2795427739620209
